"Players","Minutes","FG_Made","FG_Att","Threes_Made","Threes_Att","FT_Made","FT_Att","Offensive_Rebounds","Defensive_Rebounds","Rebounds","Assists","Steals","Blocks","Turnovers","Fouls","Plus_Minus","Points","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"M. Carter-Williams",29,2,7,1,5,1,2,2,4,6,5,0,2,2,3,-3,6,"G","Played",TRUE,"2596108","michael-carter-williams","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Anthony",27,6,10,2,4,2,4,0,4,4,4,2,0,1,2,4,16,"G","Played",TRUE,"4432809","cole-anthony","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Aminu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-RIGHT KNEE REHAB",FALSE,"4248","al-farouq-aminu","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Isaac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-LEFT KNEE",FALSE,"4065654","jonathan-isaac","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Franks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"3922235","robert-franks","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Ennis III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-RIGHT CALF",FALSE,"2579321","james-ennis-iii","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Teske",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"4066378","jon-teske","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Bamba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-INJURY/ILLNESS",FALSE,"4277919","mo-bamba","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Ross",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-LEFT TOE",FALSE,"6619","terrence-ross","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Mane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4432528","karim-mane","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Cannady",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"3906977","devin-cannady","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Bone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4066212","jordan-bone","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Durant",24,5,12,0,2,5,6,0,3,3,3,0,2,3,3,-3,15,"F","Played",TRUE,"3202","kevin-durant","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Harris",19,2,5,0,2,0,0,1,0,1,0,0,0,0,0,-13,4,"F","Played",TRUE,"2528794","joe-harris","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Jordan",17,2,3,0,0,0,0,0,7,7,1,0,0,0,2,-10,4,"C","Played",TRUE,"3442","deandre-jordan","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Irving",17,7,9,2,3,2,4,0,1,1,4,1,1,0,2,8,18,"G","Played",TRUE,"6442","kyrie-irving","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Dinwiddie",25,3,6,0,3,4,6,1,5,6,7,0,0,3,4,11,10,"G","Played",TRUE,"2580782","spencer-dinwiddie","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Green",17,2,4,1,2,2,2,0,1,1,2,0,0,1,1,6,7,"F","Played",TRUE,"3209","jeff-green","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Prince",22,3,5,3,4,2,2,0,2,2,1,0,0,1,0,17,11,"F","Played",TRUE,"2990962","taurean-prince","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Perry",16,2,3,0,1,1,3,1,6,7,0,0,1,2,3,9,5,"F","Played",TRUE,"4396959","reggie-perry","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Kurucs",7,2,3,1,2,0,0,0,1,1,1,0,0,1,0,2,5,"F","Played",TRUE,"4230548","rodions-kurucs","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Allen",15,0,2,0,0,3,6,0,4,4,0,1,2,1,1,6,3,"C","Played",TRUE,"4066328","jarrett-allen","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Chiozza",9,2,5,2,2,2,4,1,1,2,2,1,0,0,1,1,8,"G","Played",TRUE,"3137795","chris-chiozza","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Johnson",12,2,5,1,1,0,0,0,1,1,1,1,0,1,0,2,5,"G","Played",TRUE,"2530276","tyler-johnson","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Luwawu-Cabarrot",20,3,5,1,3,4,5,0,2,2,1,0,0,2,2,-21,11,"G","Played",TRUE,"3893019","timothe-luwawu-cabarrot","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Shamet",21,3,7,3,5,4,7,1,2,3,0,1,0,0,1,10,13,"G","Played",TRUE,"3914044","landry-shamet","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Claxton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-RIGHT KNEE INJURY",FALSE,"4278067","nicolas-claxton","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. LeVert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-LEFT KNEE CONTUSION",FALSE,"2991043","caris-levert","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4065670","bruce-brown","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Martin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"3907788","jeremiah-martin","BKN","WSH","401265837",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Hachimura",23,7,16,3,4,1,1,1,3,4,0,0,0,1,4,8,18,"F","Played",TRUE,"4066648","rui-hachimura","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Brown Jr.",22,5,11,2,3,2,3,1,5,6,5,3,0,1,2,4,14,"F","Played",TRUE,"4278508","troy-brown-jr","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Avdija",24,6,6,3,3,0,0,1,3,4,2,0,0,1,2,6,15,"F","Played",TRUE,"4683021","deni-avdija","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Bryant",22,4,8,2,5,0,0,2,3,5,5,0,0,0,4,9,10,"C","Played",TRUE,"3934723","thomas-bryant","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Neto",25,4,6,0,1,9,10,1,2,3,6,1,0,0,2,7,17,"G","Played",TRUE,"2968361","raul-neto","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Gill",2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-5,0,"F","Played",TRUE,"2581184","anthony-gill","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"Y. Childs",7,1,4,0,0,1,2,3,2,5,0,0,0,2,0,2,3,"F","Played",TRUE,"4066656","yoeli-childs","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"I. Bonga",22,2,6,0,3,0,0,1,1,2,2,0,0,1,4,-8,4,"F","Played",TRUE,"4348697","isaac-bonga","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Lopez",14,0,4,0,2,0,0,0,2,2,1,0,0,3,2,-10,0,"C","Played",TRUE,"3447","robin-lopez","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Wagner",18,5,9,2,3,1,2,1,6,7,0,4,0,2,3,-15,13,"C","Played",TRUE,"3150844","moritz-wagner","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Pasecniks",7,1,3,0,0,0,0,1,1,2,0,0,0,0,1,2,2,"C","Played",TRUE,"3893059","anzejs-pasecniks","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Winston",18,3,9,0,3,0,0,0,2,2,3,0,0,3,3,-6,6,"G","Played",TRUE,"4066382","cassius-winston","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Mathews",20,3,6,2,3,2,4,0,0,0,1,0,1,0,2,-11,10,"G","Played",TRUE,"3913180","garrison-mathews","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Homesley",10,1,7,0,5,0,0,1,3,4,0,0,0,0,0,-5,2,"G","Played",TRUE,"3947736","caleb-homesley","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Taylor",6,0,1,0,1,0,0,0,0,0,1,0,0,1,3,-3,0,"G","Played",TRUE,"4396974","marlon-taylor","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Bertans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-REST",FALSE,"6426","davis-bertans","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Westbrook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-REST",FALSE,"3468","russell-westbrook","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"I. Smith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-GROIN",FALSE,"4305","ish-smith","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Beal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-REST",FALSE,"6580","bradley-beal","WSH","BKN","401265837",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
