"Players","Minutes","FG_Made","FG_Att","Threes_Made","Threes_Att","FT_Made","FT_Att","Offensive_Rebounds","Defensive_Rebounds","Rebounds","Assists","Steals","Blocks","Turnovers","Fouls","Plus_Minus","Points","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"K. Kuzma",38,5,16,2,6,6,9,1,1,2,5,0,0,1,2,14,18,"F","Played",TRUE,"3134907","kyle-kuzma","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Harrell",31,5,13,0,0,3,4,4,8,12,2,2,0,0,3,2,13,"C","Played",TRUE,"2991055","montrezl-harrell","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Schroder",24,4,11,2,2,0,0,1,3,4,1,1,0,6,0,1,10,"G","Played",TRUE,"3032979","dennis-schroder","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"W. Matthews",23,2,5,0,2,4,4,0,5,5,0,0,0,2,2,-9,8,"G","Played",TRUE,"4032","wesley-matthews","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Horton-Tucker",37,6,17,1,4,6,6,0,9,9,4,3,0,3,2,6,19,"G","Played",TRUE,"4396991","talen-horton-tucker","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Cacok",25,4,7,0,0,0,0,1,5,6,0,2,0,0,2,5,8,"F","Played",TRUE,"3946974","devontae-cacok","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Antetokounmpo",24,0,1,0,0,1,2,0,4,4,0,1,1,2,1,5,1,"F","Played",TRUE,"4066490","kostas-antetokounmpo","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"Q. Cook",28,3,11,1,6,0,0,0,3,3,3,2,0,2,1,7,7,"G","Played",TRUE,"2566745","quinn-cook","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Caruso",10,1,3,1,2,0,0,0,1,1,0,1,0,1,1,-1,3,"G","Played",TRUE,"2991350","alex-caruso","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Morris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"6461","markieff-morris","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"6583","anthony-davis","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"1966","lebron-james","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Dudley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"3201","jared-dudley","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. McKinnie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"2530923","alfonzo-mckinnie","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Gasol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"3206","marc-gasol","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Caldwell-Pope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"2581018","kentavious-caldwell-pope","LAL","LAC","401265787",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Batum",13,1,3,0,1,0,0,0,0,0,0,1,0,0,3,8,2,"F","Played",TRUE,"3416","nicolas-batum","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Leonard",14,1,3,0,0,1,2,1,6,7,2,2,0,0,1,13,3,"F","Played",TRUE,"6450","kawhi-leonard","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Ibaka",8,2,3,2,3,0,0,0,2,2,0,0,1,2,1,-1,6,"C","Played",TRUE,"3439","serge-ibaka","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Beverley",12,0,2,0,2,2,2,0,2,2,2,1,2,0,1,9,2,"G","Played",TRUE,"3964","patrick-beverley","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. George",14,4,9,2,4,0,0,0,2,2,1,0,0,2,1,13,10,"G","Played",TRUE,"4251","paul-george","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Patterson",19,2,6,2,4,0,0,0,2,2,0,0,0,3,1,-4,6,"F","Played",TRUE,"4264","patrick-patterson","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Kabengele",20,2,7,1,5,2,2,1,4,5,1,0,2,1,6,-10,7,"F","Played",TRUE,"4065660","mfiondu-kabengele","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Fitts",3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,-1,0,"F","Played",TRUE,"4066467","malik-fitts","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"I. Zubac",18,2,6,0,0,0,1,5,5,10,1,0,1,1,2,6,4,"C","Played",TRUE,"4017837","ivica-zubac","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Oturu",15,3,3,0,0,0,0,2,0,2,0,0,0,4,2,-10,6,"C","Played",TRUE,"4397215","daniel-oturu","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Jackson",12,1,6,0,3,2,2,0,3,3,0,1,0,2,1,-6,4,"G","Played",TRUE,"6443","reggie-jackson","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Williams",6,3,3,1,1,0,0,0,1,1,0,0,0,4,0,-5,7,"G","Played",TRUE,"2799","lou-williams","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Mann",22,2,7,0,1,2,4,1,5,6,1,1,1,0,3,-19,6,"G","Played",TRUE,"3907823","terance-mann","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Tucker",10,0,5,0,3,1,3,0,2,2,1,0,0,0,0,-6,1,"G","Played",TRUE,"3908819","rayjon-tucker","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Kennard",17,3,8,1,3,0,0,0,3,3,2,0,1,1,1,-9,7,"G","Played",TRUE,"3913174","luke-kennard","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Coffey",19,0,4,0,3,0,0,0,2,2,1,1,1,4,2,-16,0,"G","Played",TRUE,"4066387","amir-coffey","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Bowman",12,2,5,1,3,1,1,1,1,2,2,0,1,0,1,1,6,"G","Played",TRUE,"4065635","ky-bowman","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Ford",5,2,3,0,0,0,0,0,2,2,1,0,0,1,0,7,4,"G","Played",TRUE,"4066736","jordan-ford","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Morris Sr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"6462","marcus-morris-sr","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Scrubb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4683023","jay-scrubb","LAC","LAL","401265787",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Covington",26,3,6,3,4,0,2,1,7,8,2,1,1,2,2,21,9,"F","Played",TRUE,"2490620","robert-covington","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Jones Jr.",28,6,6,2,2,1,2,0,5,5,1,1,1,3,0,19,15,"F","Played",TRUE,"3936099","derrick-jones-jr","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"E. Kanter",23,1,5,0,0,2,2,3,8,11,3,1,2,3,1,14,4,"C","Played",TRUE,"6447","enes-kanter","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Lillard",22,4,7,3,6,4,4,0,1,1,5,0,0,1,3,14,15,"G","Played",TRUE,"6606","damian-lillard","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. McCollum",20,7,16,2,5,2,3,0,4,4,5,1,1,5,5,9,18,"G","Played",TRUE,"2490149","cj-mccollum","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Anthony",23,8,13,3,3,2,2,0,4,4,2,0,1,3,2,10,21,"F","Played",TRUE,"1975","carmelo-anthony","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"H. Giles III",25,8,13,0,1,2,4,4,10,14,1,3,2,2,3,11,18,"F","Played",TRUE,"4065649","harry-giles-iii","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Blevins",8,1,2,0,1,0,0,0,1,1,0,0,0,0,0,7,2,"F","Played",TRUE,"3152335","keljin-blevins","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Trent Jr.",28,6,13,3,5,3,3,0,3,3,2,1,0,0,2,11,18,"G","Played",TRUE,"4277843","gary-trent-jr","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Simons",9,1,3,1,3,0,0,0,0,0,1,0,0,0,0,2,3,"G","Played",TRUE,"4351851","anfernee-simons","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Elleby",29,2,8,0,4,0,0,0,4,4,0,0,1,1,3,7,4,"G","Played",TRUE,"4397166","cj-elleby","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"Z. Collins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4066650","zach-collins","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Little",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4395652","nassir-little","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Nurkic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"3102530","jusuf-nurkic","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Hood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"2581177","rodney-hood","POR","SAC","401265788",2020-12-11,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Bjelica",21,1,4,0,3,0,0,0,7,7,2,0,1,3,2,-12,2,"F","Played",TRUE,"4269","nemanja-bjelica","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"H. Barnes",29,5,8,2,5,4,4,0,4,4,3,3,0,2,1,-18,16,"F","Played",TRUE,"6578","harrison-barnes","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Holmes",27,3,6,0,1,2,2,1,3,4,1,1,3,1,1,-12,8,"C","Played",TRUE,"2993370","richaun-holmes","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Fox",26,3,12,1,7,3,6,1,2,3,6,1,0,4,3,-17,10,"G","Played",TRUE,"4066259","deaaron-fox","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Hield",23,8,17,5,11,2,2,0,0,0,1,1,0,0,1,-14,23,"G","Played",TRUE,"2990984","buddy-hield","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"F. Kaminsky",9,2,5,2,3,0,0,2,1,3,0,0,0,0,0,-9,6,"F","Played",TRUE,"2579294","frank-kaminsky","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Parker",6,1,4,1,3,0,0,1,3,4,0,1,0,2,3,-4,3,"F","Played",TRUE,"3056600","jabari-parker","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Metu",5,2,5,0,0,0,0,0,1,1,1,0,0,0,1,-2,4,"F","Played",TRUE,"3914283","chimezie-metu","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Robinson III",17,3,9,1,3,2,3,1,3,4,1,1,0,0,1,-1,9,"F","Played",TRUE,"2991039","glenn-robinson-iii","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Woodard II",6,0,2,0,1,0,0,1,1,2,0,1,0,0,0,-7,0,"F","Played",TRUE,"4396961","robert-woodard-ii","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Haliburton",20,2,4,1,2,0,0,1,2,3,2,2,0,2,1,-9,5,"G","Played",TRUE,"4396993","tyrese-haliburton","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Joseph",14,3,4,2,3,0,1,0,1,1,4,0,0,0,2,6,8,"G","Played",TRUE,"6446","cory-joseph","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Jeffries",12,0,5,0,2,0,0,1,2,3,1,0,1,0,3,-7,0,"G","Played",TRUE,"3913220","daquan-jeffries","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. James",12,0,3,0,2,3,4,2,1,3,0,1,0,1,3,-10,3,"G","Played",TRUE,"3914058","justin-james","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Guy",8,0,3,0,1,0,0,0,2,2,1,0,0,2,2,-7,0,"G","Played",TRUE,"4065730","kyle-guy","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Ramsey",5,2,4,1,3,0,0,0,0,0,1,0,0,0,0,-2,5,"G","Played",TRUE,"4431688","jahmius-ramsey","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Bagley III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4277848","marvin-bagley-iii","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"H. Whiteside",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"4262","hassan-whiteside","SAC","POR","401265788",2020-12-11,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P.J. Washington",20,3,9,0,4,2,4,2,3,5,2,0,2,2,3,-10,8,"F","Played",TRUE,"4278078","pj-washington","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Hayward",20,4,8,1,2,2,2,0,4,4,2,0,0,2,1,-3,11,"F","Played",TRUE,"4249","gordon-hayward","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Zeller",16,1,2,1,1,4,4,0,4,4,1,1,0,1,1,-12,7,"C","Played",TRUE,"2579258","cody-zeller","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Graham",20,3,6,2,4,0,0,0,0,0,1,0,0,4,3,-10,8,"G","Played",TRUE,"3133601","devonte-graham","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Rozier",20,2,5,1,2,4,6,0,3,3,1,1,0,1,0,-3,9,"G","Played",TRUE,"3074752","terry-rozier","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. McDaniels",16,3,7,2,3,1,2,1,4,5,0,0,0,0,0,-9,9,"F","Played",TRUE,"4066731","jalen-mcdaniels","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"X. Sneed",9,2,3,2,3,0,0,1,2,3,1,0,0,0,1,8,6,"F","Played",TRUE,"4066303","xavier-sneed","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Martin",20,1,3,0,0,5,6,0,3,3,2,0,0,2,1,-16,7,"F","Played",TRUE,"3138160","caleb-martin","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Martin",20,1,5,0,3,1,2,0,4,4,1,2,0,2,1,-21,3,"F","Played",TRUE,"3138161","cody-martin","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Bridges",19,5,10,1,2,1,1,1,5,6,3,1,1,3,2,6,12,"F","Played",TRUE,"4066383","miles-bridges","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Biyombo",13,5,5,0,0,1,6,1,1,2,1,0,0,0,2,3,11,"C","Played",TRUE,"6427","bismack-biyombo","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Richards",7,0,4,0,0,3,4,2,0,2,0,0,0,1,2,-7,3,"C","Played",TRUE,"4278076","nick-richards","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"V. Carey Jr.",5,1,2,0,0,1,2,0,1,1,1,0,0,0,1,7,3,"C","Played",TRUE,"4431669","vernon-carey-jr","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Riller",11,1,4,0,1,1,2,0,0,0,1,1,0,0,0,5,3,"G","Played",TRUE,"3912295","grant-riller","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Ball",16,0,5,0,3,0,0,0,10,10,4,0,0,4,2,-1,0,"G","Played",TRUE,"4432816","lamelo-ball","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Darling",9,0,3,0,1,0,0,0,2,2,3,1,0,0,0,8,0,"G","Played",TRUE,"4067069","nate-darling","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. DeLaurier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4065650","javin-delaurier","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Whitney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4431677","kahlil-whitney","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Monk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4066262","malik-monk","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Cook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4397465","keandre-cook","CHA","TOR","401265789",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Siakam",20,3,10,3,6,0,0,0,3,3,3,0,0,1,2,-2,9,"F","Played",TRUE,"3149673","pascal-siakam","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"O. Anunoby",18,5,10,1,4,0,0,2,3,5,0,2,0,0,1,-5,11,"F","Played",TRUE,"3934719","og-anunoby","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Baynes",13,2,4,1,2,0,1,0,5,5,0,1,0,0,3,-1,5,"C","Played",TRUE,"2968439","aron-baynes","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Powell",20,1,8,0,3,1,2,0,2,2,2,1,0,0,3,3,3,"G","Played",TRUE,"2595516","norman-powell","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"F. VanVleet",17,3,9,1,4,2,2,0,1,1,5,5,0,2,2,-6,9,"G","Played",TRUE,"2991230","fred-vanvleet","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Boucher",14,4,6,1,2,0,0,0,4,4,2,1,3,2,5,17,9,"F","Played",TRUE,"3948153","chris-boucher","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Johnson",7,1,1,0,0,0,0,1,3,4,0,0,0,1,1,-15,2,"F","Played",TRUE,"4067045","alize-johnson","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Bembry",9,1,2,0,0,0,0,0,1,1,3,0,1,1,0,10,2,"F","Played",TRUE,"3062667","deandre-bembry","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"Y. Watanabe",12,1,2,1,2,2,2,0,4,4,0,0,0,1,0,4,5,"F","Played",TRUE,"3133838","yuta-watanabe","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Johnson",12,0,4,0,4,2,2,0,3,3,0,0,0,1,1,0,2,"F","Played",TRUE,"3134881","stanley-johnson","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Len",9,0,0,0,0,3,6,0,3,3,0,2,1,1,4,9,3,"C","Played",TRUE,"2596107","alex-len","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"H. Ellenson",8,1,1,0,0,3,5,0,2,2,0,0,0,2,2,-13,5,"C","Played",TRUE,"3906522","henry-ellenson","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Flynn",20,3,7,3,6,0,2,1,1,2,4,1,0,0,2,35,9,"G","Played",TRUE,"4066668","malachi-flynn","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"P. Watson",15,2,4,1,3,0,0,0,4,4,2,0,3,1,3,-3,5,"G","Played",TRUE,"3058030","paul-watson","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Thomas",22,5,9,4,7,2,2,0,1,1,5,2,0,1,0,22,16,"G","Played",TRUE,"3059311","matt-thomas","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Davis",17,4,9,2,6,3,4,0,2,2,1,1,0,2,2,13,13,"G","Played",TRUE,"3919454","terence-davis","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Harris",8,1,4,1,3,0,0,0,0,0,0,0,0,1,0,-13,3,"G","Played",TRUE,"4066998","jalen-harris","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"O. Brissett",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4278031","oshae-brissett","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"P. McCaw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"3137730","patrick-mccaw","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Lowry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-NOT WITH TEAM",FALSE,"3012","kyle-lowry","TOR","CHA","401265789",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Love",14,2,5,1,3,1,2,0,1,1,1,0,0,2,3,0,6,"F","Played",TRUE,"3449","kevin-love","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Osman",22,6,11,3,6,8,9,0,5,5,1,1,0,0,2,-3,23,"F","Played",TRUE,"3893016","cedi-osman","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Drummond",14,1,3,0,0,0,0,1,4,5,0,2,1,3,3,-3,2,"C","Played",TRUE,"6585","andre-drummond","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Garland",22,6,11,1,4,1,1,0,1,1,1,1,0,5,1,-13,14,"G","Played",TRUE,"4396907","darius-garland","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"I. Okoro",33,6,9,2,4,4,4,0,1,1,1,3,0,4,2,13,18,"G","Played",TRUE,"4432822","isaac-okoro","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Nance Jr.",17,3,5,0,1,1,3,2,8,10,2,1,0,2,1,4,7,"F","Played",TRUE,"2580365","larry-nance-jr","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Wade",5,0,3,0,1,0,0,0,1,1,0,0,0,0,0,-10,0,"F","Played",TRUE,"3912848","dean-wade","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Maker",27,5,10,0,3,0,2,2,8,10,3,2,0,2,3,16,10,"F","Played",TRUE,"4017843","thon-maker","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
