"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"T. Robinson","5","1","2","0","0","0","2","2","1","3","0","0","0","0","1","1","2","F","Played",TRUE,"6618","thomas-robinson","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","6","0","0","0","0","0","0","0","2","2","2","1","0","1","1","2","0","F","Played",TRUE,"2531362","anthony-brown","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. World Peace","5","0","2","0","1","0","0","1","1","2","0","0","0","1","1","5","0","F","Played",TRUE,"25","metta-world-peace","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","12","2","4","0","1","0","0","0","2","2","0","0","0","1","1","1","4","F","Played",TRUE,"3214","yi-jianlian","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","28","7","10","2","3","5","6","2","5","7","4","2","0","0","2","1","21","F","Played",TRUE,"3913176","brandon-ingram","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Black","18","1","2","0","0","2","4","2","4","6","1","0","0","2","2","1","4","C","Played",TRUE,"2528393","tarik-black","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","11","1","3","0","1","0","0","1","2","3","5","0","0","1","3","6","2","G","Played",TRUE,"2968363","marcelinho-huertas","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","16","2","7","1","3","2","3","0","1","1","3","1","1","0","0","9","7","G","Played",TRUE,"2799","lou-williams","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-REST",FALSE,"2429","luol-deng","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017837","ivica-zubac","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-STRAINED LEFT CALF",FALSE,"2806","jose-calderon","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Green","32","3","8","2","6","2","2","0","8","8","5","1","0","3","3","21","10","F","Played",TRUE,"6589","draymond-green","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Durant","31","10","19","0","3","7","7","1","5","6","4","2","1","2","0","5","27","F","Played",TRUE,"3202","kevin-durant","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"Z. Pachulia","22","1","1","0","0","2","2","1","5","6","5","2","1","1","3","12","4","C","Played",TRUE,"2016","zaza-pachulia","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"S. Curry","31","11","19","6","12","4","4","1","4","5","5","3","0","1","2","16","32","G","Played",TRUE,"3975","stephen-curry","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Thompson","32","6","14","3","7","4","4","0","3","3","8","2","2","1","2","18","19","G","Played",TRUE,"6475","klay-thompson","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Looney","15","4","5","0","0","2","2","0","0","0","0","0","0","2","1","2","10","F","Played",TRUE,"3155535","kevon-looney","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. West","15","2","5","0","0","0","0","1","4","5","1","0","3","2","3","-4","4","F","Played",TRUE,"2177","david-west","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"P. McCaw","7","0","1","0","1","0","0","0","0","0","2","1","1","0","0","-1","0","F","Played",TRUE,"3137730","patrick-mccaw","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. McGee","7","4","4","0","0","0","0","2","0","2","2","0","0","0","4","2","8","C","Played",TRUE,"3452","javale-mcgee","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Iguodala","22","0","6","0","3","0","0","0","4","4","1","0","0","2","0","0","0","G","Played",TRUE,"2386","andre-iguodala","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"S. Livingston","16","1","5","0","0","1","2","1","2","3","1","1","0","0","0","-10","3","G","Played",TRUE,"2393","shaun-livingston","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"I. Clark","11","2","5","0","1","2","2","1","1","2","0","0","0","0","1","-6","6","G","Played",TRUE,"2489785","ian-clark","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. McAdoo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2594818","james-michael-mcadoo","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Varejao","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2419","anderson-varejao","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Jones","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3064559","damian-jones","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"P. Pressey","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2530722","phil-pressey","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"E. Williams","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-RIGHT KNEE SURGERY",FALSE,"4294","elliot-williams","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"C. Jones","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6494","cameron-jones","GS","LAL","400889805",2016-10-19,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Randle","28","7","13","0","2","1","3","2","6","8","2","1","0","3","5","2","15","F","Played",TRUE,"3064514","julius-randle","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","10","2","5","0","0","0","0","1","1","2","0","1","0","1","1","-1","4","C","Played",TRUE,"4017837","ivica-zubac","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","21","2","6","1","3","3","4","1","1","2","1","3","1","3","2","-4","8","G","Played",TRUE,"2799","lou-williams","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","30","5","14","1","6","6","8","1","6","7","6","2","0","4","3","0","17","G","Played",TRUE,"3136776","dangelo-russell","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Young","31","2","11","2","8","2","3","0","5","5","1","1","0","1","1","-5","8","G","Played",TRUE,"3243","nick-young","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","19","4","8","1","1","1","2","2","7","9","0","0","0","1","4","-6","10","F","Played",TRUE,"2580365","larry-nance-jr","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Robinson","8","2","3","0","0","0","2","3","2","5","0","0","1","1","1","-2","4","F","Played",TRUE,"6618","thomas-robinson","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","6","1","2","1","1","0","0","0","1","1","0","0","0","0","2","-2","3","F","Played",TRUE,"2531362","anthony-brown","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","13","1","3","1","2","0","0","1","2","3","0","0","1","1","1","2","3","F","Played",TRUE,"3214","yi-jianlian","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","19","0","2","0","0","2","2","1","2","3","1","1","0","3","1","-6","2","F","Played",TRUE,"3913176","brandon-ingram","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Black","13","2","3","0","0","1","1","1","0","1","0","0","0","1","6","2","5","C","Played",TRUE,"2528393","tarik-black","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","27","3","10","0","3","2","2","0","1","1","4","2","0","2","1","0","8","G","Played",TRUE,"2528426","jordan-clarkson","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","14","3","7","0","1","1","2","0","2","2","5","0","0","2","1","0","7","G","Played",TRUE,"2968363","marcelinho-huertas","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2429","luol-deng","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. World Peace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"25","metta-world-peace","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4298","timofey-mozgov","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2806","jose-calderon","LAL","PHX","400889806",2016-10-21,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Dudley","29","4","5","2","2","1","2","1","3","4","2","4","0","1","3","9","11","F","Played",TRUE,"3201","jared-dudley","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T.J. Warren","29","6","12","0","0","3","4","3","5","8","0","2","0","1","5","2","15","F","Played",TRUE,"2982334","tj-warren","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Chandler","24","3","6","0","0","4","8","4","7","11","1","1","0","0","2","4","10","C","Played",TRUE,"984","tyson-chandler","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"E. Bledsoe","30","2","11","0","4","5","5","2","6","8","4","1","0","5","2","2","9","G","Played",TRUE,"4238","eric-bledsoe","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Booker","32","5","17","2","7","0","2","0","3","3","1","1","0","4","2","4","12","G","Played",TRUE,"3136193","devin-booker","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Bender","13","0","3","0","2","0","0","0","2","2","0","0","0","0","1","-3","0","F","Played",TRUE,"4011991","dragan-bender","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"M. Chriss","17","2","3","0","0","1","2","0","2","2","1","3","0","2","5","-5","5","F","Played",TRUE,"3907487","marquese-chriss","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Len","24","6","16","0","0","4","7","5","4","9","0","1","2","4","4","-2","16","C","Played",TRUE,"2596107","alex-len","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"L. Barbosa","16","3","6","0","1","0","0","1","5","6","3","1","0","1","1","6","6","G","Played",TRUE,"2166","leandro-barbosa","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"B. Knight","27","4","10","1","2","5","6","1","1","2","5","0","0","2","1","3","14","G","Played",TRUE,"6448","brandon-knight","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"P.J. Tucker","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3033","pj-tucker","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Jones Jr.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3936099","derrick-jones-jr","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Williams","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2579326","alan-williams","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Goodwin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2991281","archie-goodwin","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Jenkins","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6594","john-jenkins","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Ulis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3136194","tyler-ulis","PHX","LAL","400889806",2016-10-21,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Williams","24","4","8","2","5","0","0","0","6","6","1","0","2","0","0","37","10","F","Played",TRUE,"6480","derrick-williams","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Winslow","21","2","6","0","1","1","2","0","7","7","4","0","0","3","6","20","5","F","Played",TRUE,"3135047","justise-winslow","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"H. Whiteside","23","9","13","0","0","3","4","5","9","14","1","1","4","1","3","24","21","C","Played",TRUE,"4262","hassan-whiteside","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"G. Dragic","29","7","12","2","3","1","1","0","4","4","11","1","0","2","2","30","17","G","Played",TRUE,"3423","goran-dragic","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"W. Ellington","29","5","10","4","8","0","0","0","3","3","1","0","0","1","1","28","14","G","Played",TRUE,"3981","wayne-ellington","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Johnson","6","0","0","0","0","2","2","0","0","0","0","0","0","0","1","-8","2","F","Played",TRUE,"3999","james-johnson","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"K. Benson","4","2","4","0","0","0","1","2","0","2","0","0","1","0","2","-3","4","F","Played",TRUE,"6425","keith-benson","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"L. Babbitt","17","3","6","2","5","0","0","0","5","5","0","1","0","1","1","-11","8","F","Played",TRUE,"4250","luke-babbitt","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"O. White","5","1","3","0","1","0","0","1","3","4","0","0","0","1","0","-4","2","F","Played",TRUE,"2528473","okaro-white","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"W. Reed","17","2","3","0","0","2","6","2","4","6","0","2","0","1","4","7","6","C","Played",TRUE,"2326015","willie-reed","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"R. McGruder","14","3","7","0","2","0","0","0","1","1","3","0","0","0","1","-12","6","G","Played",TRUE,"2488826","rodney-mcgruder","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"T. Johnson","21","4","7","0","0","6","8","0","1","1","3","0","0","0","2","2","14","G","Played",TRUE,"2530276","tyler-johnson","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"D. Waiters","25","4","11","2","5","2","2","0","2","2","0","0","0","2","2","-3","12","G","Played",TRUE,"6628","dion-waiters","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"B. Weber","6","0","2","0","1","0","0","0","0","0","0","1","0","0","1","-2","0","G","Played",TRUE,"2595229","briante-weber","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"C. Bosh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-NOT WITH TEAM",FALSE,"1977","chris-bosh","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"U. Haslem","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2184","udonis-haslem","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. McRoberts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3220","josh-mcroberts","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"S. Jankovic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991327","stefan-jankovic","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"B. Udrih","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2448","beno-udrih","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Richardson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2581190","josh-richardson","MIA","BKN","400889807",2016-10-11,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"T. Booker","23","2","7","0","0","0","0","1","7","8","1","0","0","0","2","-15","4","F","Played",TRUE,"4270","trevor-booker","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"R. Hollis-Jefferson","23","2","6","0","0","1","2","1","1","2","1","0","0","0","2","-11","5","F","Played",TRUE,"3064291","rondae-hollis-jefferson","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Hamilton","21","5","10","2","5","0","0","0","3","3","1","0","0","1","3","-12","12","C","Played",TRUE,"6590","justin-hamilton","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Harris","22","3","5","2","2","2","2","0","2","2","1","1","0","1","2","-3","10","G","Played",TRUE,"2528794","joe-harris","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Lin","24","5","8","2","3","4","5","0","3","3","5","1","0","2","1","-13","16","G","Played",TRUE,"4299","jeremy-lin","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"L. Scola","23","3","10","0","5","6","6","1","5","6","3","2","0","0","3","-13","12","F","Played",TRUE,"1781","luis-scola","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"A. Bennett","21","3","8","3","5","2","4","0","3","3","0","0","0","0","3","-2","11","F","Played",TRUE,"2991473","anthony-bennett","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"C. McCullough","8","1","2","0","0","2","3","0","3","3","0","0","0","0","0","0","4","F","Played",TRUE,"3153165","chris-mccullough","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"B. Bogdanovic","20","4","8","3","4","2","2","0","1","1","1","1","0","1","0","-12","13","F","Played",TRUE,"3593","bojan-bogdanovic","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"C. Budinger","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","F","Played",TRUE,"3968","chase-budinger","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"G. Vasquez","17","0","5","0","2","0","0","0","2","2","6","0","0","2","4","0","0","G","Played",TRUE,"4291","greivis-vasquez","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"S. Kilpatrick","20","3","5","2","4","2","2","0","3","3","1","0","0","2","1","-12","10","G","Played",TRUE,"2488689","sean-kilpatrick","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"I. Whitehead","13","1","8","0","3","1","1","0","1","1","0","0","1","2","5","-14","3","G","Played",TRUE,"3136477","isaiah-whitehead","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"E. Mockevicius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3007191","egidijus-mockevicius","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"B. Lopez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-NOT WITH TEAM",FALSE,"3448","brook-lopez","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"R. Foye","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3003","randy-foye","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"B. Beech","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2982469","beau-beech","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"C. LeVert","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2991043","caris-levert","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Gutierrez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2327449","jorge-gutierrez","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Ferrell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-NOT WITH TEAM",FALSE,"2991018","yogi-ferrell","BKN","MIA","400889807",2016-10-11,FALSE,0,0,2017,"Pre-Season","L","Non-Playoff"
"D. Williams","27","3","7","1","2","1","1","1","6","7","1","1","0","0","3","1","8","F","Played",TRUE,"6480","derrick-williams","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"W. Reed","29","8","11","0","0","0","0","2","9","11","2","1","2","2","2","14","16","C","Played",TRUE,"2326015","willie-reed","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"G. Dragic","27","8","13","1","4","0","0","1","3","4","5","0","1","2","2","8","17","G","Played",TRUE,"3423","goran-dragic","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"W. Ellington","30","4","10","4","6","0","0","0","2","2","1","1","1","1","2","33","12","G","Played",TRUE,"3981","wayne-ellington","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"D. Waiters","27","5","9","2","3","3","3","0","3","3","2","2","0","3","1","0","15","G","Played",TRUE,"6628","dion-waiters","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"U. Haslem","19","0","4","0","0","0","0","1","7","8","2","0","0","1","2","16","0","F","Played",TRUE,"2184","udonis-haslem","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Johnson","9","2","4","0","0","2","2","0","3","3","0","0","3","0","1","13","6","F","Played",TRUE,"3999","james-johnson","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"O. White","12","2","5","1","2","0","0","0","3","3","1","0","0","0","1","16","5","F","Played",TRUE,"2528473","okaro-white","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"H. Whiteside","--","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","C","Played",TRUE,"4262","hassan-whiteside","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"R. McGruder","23","3","8","0","4","2","2","1","0","1","2","0","1","0","2","29","8","G","Played",TRUE,"2488826","rodney-mcgruder","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"T. Johnson","24","6","9","1","2","2","2","1","2","3","4","1","1","0","3","3","15","G","Played",TRUE,"2530276","tyler-johnson","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"B. Weber","13","2","4","0","1","1","1","0","1","1","3","4","0","4","1","17","5","G","Played",TRUE,"2595229","briante-weber","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"C. Bosh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"1977","chris-bosh","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. McRoberts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3220","josh-mcroberts","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Winslow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3135047","justise-winslow","MIA","ORL","400889808",2016-10-18,TRUE,0,0,2017,"Pre-Season","W","Non-Playoff"
